devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
भ्र,bhra,Bra,4091,0.0286,325,773,912,1550,531
न्तो,nto,nto,4061,0.0283,993,1595,842,451,179
श्रि,śri,Sri,4055,0.0283,867,1462,824,620,282
न्द्रा,ndrā,ndrA,4055,0.0283,2269,605,587,388,206
र्यं,ryaṃ,ryaM,3997,0.0279,686,1339,921,807,244
द्रु,dru,dru,3996,0.0279,397,1441,677,1221,260
तिं,tiṃ,tiM,3995,0.0279,1241,1182,773,605,193
ष्म,ṣma,zma,3980,0.0278,645,1835,762,559,179
रै,rai,rE,3970,0.0277,263,1842,883,746,236
हू,hū,hU,3961,0.0276,1196,1482,702,332,249
घो,gho,Go,3952,0.0276,447,1944,781,556,224
कै,kai,kE,3949,0.0276,395,1186,1164,872,332
श्चै,ścai,ScE,3944,0.0275,24,2115,1084,546,175
छ,cha,Ca,3934,0.0275,2311,631,476,353,163
घृ,ghṛ,Gf,3932,0.0274,1417,381,1195,698,241
ध्ये,dhye,Dye,3927,0.0274,572,965,891,1073,426
तैः,taiḥ,tEH,3912,0.0273,251,1618,1156,597,290
सां,sāṃ,sAM,3908,0.0273,796,1261,1039,619,192
त्त्व,ttva,ttva,3902,0.0272,33,1583,809,1035,439
त्ते,tte,tte,3888,0.0271,1030,861,887,781,327
मै,mai,mE,3880,0.0271,917,1192,921,572,278
द्यु,dyu,dyu,3869,0.027,860,1449,806,618,136
रौ,rau,rO,3868,0.027,600,1478,884,605,299
क्त्वा,ktvā,ktvA,3868,0.027,267,1609,869,825,298
द्रो,dro,dro,3830,0.0267,395,2220,512,540,163
काः,kāḥ,kAH,3814,0.0266,557,1248,1054,729,224
श्या,śyā,SyA,3751,0.0262,638,1279,948,671,215
योः,yoḥ,yoH,3711,0.0259,742,995,903,821,249
यौ,yau,yO,3702,0.0258,340,1368,753,1099,142
ष्टं,ṣṭaṃ,zwaM,3699,0.0258,619,1087,948,756,288
स्त्र,stra,stra,3682,0.0257,136,1645,901,715,284
न्वि,nvi,nvi,3664,0.0256,187,1177,1064,924,312
प्ता,ptā,ptA,3650,0.0255,431,1211,855,869,284
र्क,rka,rka,3645,0.0254,331,685,992,1024,613
श्रा,śrā,SrA,3643,0.0254,846,960,917,572,344
टि,ṭi,wi,3637,0.0254,30,554,1053,1428,572
स्ना,snā,snA,3631,0.0253,477,591,1136,504,923
दौ,dau,dO,3620,0.0253,237,1023,1099,953,308
स्यै,syai,syE,3614,0.0252,1728,620,587,491,187
र्भ,rbha,rBa,3608,0.0252,716,631,994,968,298
ज्व,jva,jva,3593,0.0251,132,1185,1141,894,241
कू,kū,kU,3576,0.025,457,850,1072,804,392
ची,cī,cI,3570,0.0249,1693,674,552,489,162
नू,nū,nU,3560,0.0248,1752,883,453,333,139
गं,gaṃ,gaM,3559,0.0248,266,887,758,1275,373
त्री,trī,trI,3544,0.0247,1710,538,621,459,216
निः,niḥ,niH,3520,0.0246,469,1220,880,759,192
स्मै,smai,smE,3519,0.0246,2002,621,432,381,83
र्यो,ryo,ryo,3479,0.0243,566,1890,497,433,93
तुः,tuḥ,tuH,3470,0.0242,877,1119,575,698,201
क्रो,kro,kro,3462,0.0242,177,1897,800,430,158
स्रा,srā,srA,3445,0.024,555,1160,1054,388,287
क्तो,kto,kto,3438,0.024,221,1167,835,907,308
प्री,prī,prI,3437,0.024,552,1593,761,368,162
णै,ṇai,RE,3413,0.0238,570,1329,779,559,174
द्धं,ddhaṃ,dDaM,3411,0.0238,199,1156,916,804,336
माः,māḥ,mAH,3388,0.0236,794,1288,858,298,150
चू,cū,cU,3388,0.0236,59,306,753,1897,373
तू,tū,tU,3386,0.0236,1180,1032,609,404,159
स्तो,sto,sto,3375,0.0236,2183,334,334,304,220
क्य,kya,kya,3359,0.0234,85,1556,872,628,216
रैः,raiḥ,rEH,3358,0.0234,150,1733,728,551,196
श्वे,śve,Sve,3344,0.0233,1284,577,536,742,205
खि,khi,Ki,3328,0.0232,267,884,959,941,276
स्ये,sye,sye,3304,0.0231,984,1019,621,503,176
ओ,o,o,3304,0.0231,2517,270,272,152,92
स्थ,stha,sTa,3303,0.0231,869,775,837,612,210
पौ,pau,pO,3299,0.023,737,1231,784,357,190
मौ,mau,mO,3280,0.0229,500,1259,738,577,206
त्वे,tve,tve,3277,0.0229,1015,535,607,925,193
खे,khe,Ke,3272,0.0228,390,847,805,914,316
ष्टो,ṣṭo,zwo,3245,0.0227,722,921,646,635,321
च्छे,cche,cCe,3241,0.0226,816,1001,723,373,327
स्वे,sve,sve,3236,0.0226,684,682,822,750,298
ङ्गु,ṅgu,Ngu,3232,0.0226,488,365,1002,933,444
न्नि,nni,nni,3230,0.0225,134,1019,869,937,271
ष्प,ṣpa,zpa,3224,0.0225,569,926,786,700,243
र्ता,rtā,rtA,3223,0.0225,427,1328,742,532,194
ल्य,lya,lya,3210,0.0224,241,1057,937,759,216
त्तं,ttaṃ,ttaM,3199,0.0223,337,1213,863,562,221
ग्,g,g,3188,0.0223,1495,861,480,256,96
वां,vāṃ,vAM,3182,0.0222,941,991,678,335,237
र्च,rca,rca,3164,0.0221,1325,475,617,426,321
ङ्क,ṅka,Nka,3158,0.022,166,527,869,1135,458
शै,śai,SE,3155,0.022,151,1163,1054,575,212
नौ,nau,nO,3137,0.0219,916,1149,606,349,117
ष्व,ṣva,zva,3112,0.0217,476,1350,718,426,142
र्थे,rthe,rTe,3111,0.0217,245,1207,669,382,607
खं,khaṃ,KaM,3107,0.0217,237,1283,731,626,229
धो,dho,Do,3093,0.0216,598,741,702,763,289
म्प,mpa,mpa,3075,0.0215,475,1181,678,539,201
बी,bī,bI,3071,0.0214,111,507,537,1501,413
द्वे,dve,dve,3061,0.0214,1068,611,799,410,173
यू,yū,yU,3056,0.0213,1058,762,667,409,160
गौ,gau,gO,3055,0.0213,643,818,807,552,231
ञ्चा,ñcā,YcA,3044,0.0212,535,1240,454,609,204
त्क,tka,tka,3039,0.0212,219,689,784,1082,265
षी,ṣī,zI,3011,0.021,988,930,542,390,161
ह्य्,hy,hy,3006,0.021,1576,412,481,363,174
ब्रू,brū,brU,3002,0.021,1391,879,328,332,72
क्व,kva,kva,2976,0.0208,442,751,867,762,154
ल्या,lyā,lyA,2968,0.0207,390,984,767,654,171
डा,ḍā,qA,2962,0.0207,1202,437,602,508,212
स्त्रि,stri,stri,2941,0.0205,255,1177,777,573,158
कां,kāṃ,kAM,2937,0.0205,268,749,715,887,318
र्वि,rvi,rvi,2936,0.0205,222,620,965,905,224
स्क,ska,ska,2930,0.0205,568,986,776,394,206
धः,dhaḥ,DaH,2927,0.0204,577,614,725,751,260
स्त्री,strī,strI,2919,0.0204,254,959,858,677,171
रां,rāṃ,rAM,2892,0.0202,330,1177,721,453,211
क्षो,kṣo,kzo,2890,0.0202,558,845,711,604,171
र्था,rthā,rTA,2873,0.0201,147,1247,741,429,309
क्रु,kru,kru,2858,0.0199,159,2153,314,199,33
द्धो,ddho,dDo,2855,0.0199,375,1316,481,455,227
ष्णा,ṣṇā,zRA,2837,0.0198,466,631,726,812,202
युः,yuḥ,yuH,2828,0.0197,1222,734,406,334,132
र्थि,rthi,rTi,2827,0.0197,182,1461,690,390,104
णाः,ṇāḥ,RAH,2822,0.0197,553,1099,670,355,144
गी,gī,gI,2815,0.0196,434,769,769,567,276
न्नं,nnaṃ,nnaM,2815,0.0196,772,749,745,394,155
है,hai,hE,2813,0.0196,1494,538,422,264,95
न्यो,nyo,nyo,2810,0.0196,576,1095,578,451,110
ज्यो,jyo,jyo,2804,0.0196,1545,314,521,303,121
ह्मा,hmā,hmA,2795,0.0195,805,521,827,365,277
न्य्,ny,ny,2792,0.0195,1682,393,431,172,113
स्वि,svi,svi,2786,0.0194,706,1212,496,265,107
द्धे,ddhe,dDe,2777,0.0194,207,1309,662,440,159
जाः,jāḥ,jAH,2760,0.0193,697,988,741,234,100
ढ,ḍha,Qa,2752,0.0192,195,858,763,753,183
क्तः,ktaḥ,ktaH,2740,0.0191,210,1017,719,583,211
र्ये,rye,rye,2736,0.0191,770,819,564,401,182
क्ते,kte,kte,2730,0.0191,375,725,813,590,227
स्पृ,spṛ,spf,2727,0.019,972,697,524,368,165
च्छि,cchi,cCi,2723,0.019,691,490,756,581,205
ष्टु,ṣṭu,zwu,2708,0.0189,1810,384,287,125,102
क्ष्या,kṣyā,kzyA,2687,0.0188,208,1053,757,492,177
ग्न,gna,gna,2662,0.0186,1699,359,304,178,122
र्जि,rji,rji,2659,0.0186,59,808,746,728,317
ष्क,ṣka,zka,2657,0.0185,345,814,784,556,158
ह्व,hva,hva,2655,0.0185,1029,566,450,489,121
द्भ,dbha,dBa,2648,0.0185,53,317,895,1086,296
ज्या,jyā,jyA,2625,0.0183,1039,638,514,305,128
त्न,tna,tna,2611,0.0182,312,631,752,615,298
तुं,tuṃ,tuM,2594,0.0181,249,1273,545,423,101
स्यो,syo,syo,2569,0.0179,949,524,556,391,148
र्दि,rdi,rdi,2558,0.0179,122,671,654,897,213
ण्डे,ṇḍe,Rqe,2550,0.0178,105,373,313,756,1003
र्हि,rhi,rhi,2518,0.0176,1183,549,377,310,99
न्वा,nvā,nvA,2511,0.0175,1579,484,228,126,93
ष्णु,ṣṇu,zRu,2509,0.0175,532,399,809,445,324
ऐ,ai,E,2509,0.0175,1477,416,293,209,114
श्रो,śro,Sro,2505,0.0175,808,785,572,212,127
म्बु,mbu,mbu,2500,0.0175,5,457,1052,806,180
ष्ठे,ṣṭhe,zWe,2499,0.0174,823,599,560,340,177
गः,gaḥ,gaH,2498,0.0174,317,786,662,536,195
र्थः,rthaḥ,rTaH,2496,0.0174,69,418,613,909,485
ज्ज,jja,jja,2474,0.0173,237,768,589,681,199
ण्डु,ṇḍu,Rqu,2474,0.0173,170,885,591,652,176
धं,dhaṃ,DaM,2460,0.0172,243,888,545,574,209
चः,caḥ,caH,2450,0.0171,577,1172,322,302,77
न्धा,ndhā,nDA,2442,0.017,222,777,608,629,206
ण्या,ṇyā,RyA,2421,0.0169,642,649,593,363,173
प्य्,py,py,2391,0.0167,429,489,809,523,139
त्व्,tv,tv,2377,0.0166,918,402,632,316,109
ल्ल,lla,lla,2375,0.0166,43,309,885,889,249
क्षं,kṣaṃ,kzaM,2373,0.0166,592,717,562,352,150
ज्ञो,jño,jYo,2373,0.0166,747,870,372,294,89
स्ती,stī,stI,2366,0.0165,539,760,515,369,183
स्यां,syāṃ,syAM,2358,0.0165,712,513,502,359,271
हुः,huḥ,huH,2355,0.0164,887,706,327,358,77
टा,ṭā,wA,2346,0.0164,96,492,659,870,229
विं,viṃ,viM,2331,0.0163,771,440,398,500,222
र्जु,rju,rju,2322,0.0162,86,1714,202,290,30
टु,ṭu,wu,2316,0.0162,20,230,792,1011,263
श्म,śma,Sma,2315,0.0162,498,627,615,456,119
ज्ये,jye,jye,2298,0.016,740,780,445,253,80
यी,yī,yI,2294,0.016,812,446,494,412,130
न्मा,nmā,nmA,2284,0.0159,153,497,732,702,200
र्षि,rṣi,rzi,2283,0.0159,232,1240,458,271,82
ण्डि,ṇḍi,Rqi,2274,0.0159,192,717,587,624,154
ञ्,ñ,Y,2274,0.0159,381,1571,236,69,17
र्षा,rṣā,rzA,2268,0.0158,355,735,634,454,90
र्णे,rṇe,rRe,2263,0.0158,207,598,475,722,261
डि,ḍi,qi,2257,0.0158,121,826,709,413,186
थु,thu,Tu,2250,0.0157,833,324,677,332,84
क्ष्म,kṣma,kzma,2236,0.0156,100,1318,317,408,93
स्ने,sne,sne,2220,0.0155,43,645,980,479,73
नैः,naiḥ,nEH,2204,0.0154,69,714,747,494,180
न्दि,ndi,ndi,2202,0.0154,276,554,690,491,191
त्पा,tpā,tpA,2199,0.0153,81,567,756,563,229
ष्व्,ṣv,zv,2188,0.0153,1143,269,484,196,94
र्मि,rmi,rmi,2185,0.0153,245,857,615,311,157
ष्टे,ṣṭe,zwe,2177,0.0152,457,562,671,369,118
सिं,siṃ,siM,2171,0.0152,159,1035,518,334,122
टे,ṭe,we,2165,0.0151,182,177,294,1169,343
स्त्व,stva,stva,2164,0.0151,50,1191,479,363,81
ज्ञः,jñaḥ,jYaH,2164,0.0151,703,861,309,238,53
न्त्य,ntya,ntya,2154,0.015,106,815,552,340,340
भौ,bhau,BO,2151,0.015,279,1011,488,304,69
त्प्र,tpra,tpra,2139,0.0149,127,394,703,727,188
ह्णा,hṇā,hRA,2118,0.0148,1617,207,141,105,48
व्यो,vyo,vyo,2109,0.0147,465,423,531,558,132
र्मे,rme,rme,2109,0.0147,178,1097,422,311,100
प्तं,ptaṃ,ptaM,2106,0.0147,113,795,427,571,200
लाः,lāḥ,lAH,2105,0.0147,105,941,606,342,111
द्ग,dga,dga,2098,0.0146,62,601,654,603,178
न्यं,nyaṃ,nyaM,2091,0.0146,211,1000,382,381,117
ध्रु,dhru,Dru,2090,0.0146,759,525,356,322,128
ग्नी,gnī,gnI,2086,0.0146,1733,84,94,86,89
त्था,tthā,tTA,2082,0.0145,441,701,440,362,138
कैः,kaiḥ,kEH,2076,0.0145,53,528,711,579,205
चं,caṃ,caM,2074,0.0145,920,425,277,326,126
ष्ठं,ṣṭhaṃ,zWaM,2072,0.0145,389,688,427,409,159
प्नो,pno,pno,2043,0.0143,592,556,413,240,242
ष्मा,ṣmā,zmA,2042,0.0143,434,563,604,335,105
ज्यं,jyaṃ,jyaM,2034,0.0142,491,748,353,323,119
भं,bhaṃ,BaM,2025,0.0141,346,590,385,527,175
ङ्गं,ṅgaṃ,NgaM,2019,0.0141,94,374,543,666,342
त्सु,tsu,tsu,2017,0.0141,371,598,462,489,97
ग्रे,gre,gre,2005,0.014,929,342,286,293,155
लै,lai,lE,2004,0.014,63,601,626,567,147
स्त्रा,strā,strA,1998,0.0139,113,931,474,330,148
प्या,pyā,pyA,1992,0.0139,686,372,428,372,133
शां,śāṃ,SAM,1980,0.0138,169,1051,213,407,140
पै,pai,pE,1979,0.0138,435,617,551,255,121
क्यं,kyaṃ,kyaM,1973,0.0138,41,1222,367,200,142
द्भि,dbhi,dBi,1968,0.0137,455,668,539,218,88
स्तं,staṃ,staM,1966,0.0137,172,731,472,455,136
पुं,puṃ,puM,1951,0.0136,178,682,461,490,139
ज्र,jra,jra,1948,0.0136,351,453,167,854,123
ष्टः,ṣṭaḥ,zwaH,1938,0.0135,215,661,512,444,105
त्यो,tyo,tyo,1929,0.0135,864,479,310,199,77
न्द्रो,ndro,ndro,1919,0.0134,1040,363,233,214,69
णैः,ṇaiḥ,REH,1916,0.0134,79,837,536,316,148
ह्या,hyā,hyA,1908,0.0133,361,635,503,268,140
श्वि,śvi,Svi,1901,0.0133,1315,205,180,121,80
थः,thaḥ,TaH,1898,0.0132,488,881,292,197,40
क्री,krī,krI,1891,0.0132,408,442,589,291,161
र्यु,ryu,ryu,1890,0.0132,877,330,348,216,119
ग्री,grī,grI,1886,0.0132,333,1004,285,208,56
पां,pāṃ,pAM,1873,0.0131,946,395,319,128,85
ब्रु,bru,bru,1872,0.0131,631,834,190,174,43
ङ्गि,ṅgi,Ngi,1867,0.013,806,359,380,257,65
र्धा,rdhā,rDA,1859,0.013,837,295,408,217,102
द्म,dma,dma,1841,0.0129,210,413,640,425,153
त्सा,tsā,tsA,1839,0.0128,309,482,482,469,97
न्दु,ndu,ndu,1834,0.0128,211,315,485,656,167
द्यो,dyo,dyo,1833,0.0128,299,399,519,489,127
न्दा,ndā,ndA,1827,0.0128,233,397,485,542,170
क्रे,kre,kre,1818,0.0127,236,628,459,387,108
ङ्गे,ṅge,Nge,1818,0.0127,208,516,487,402,205
शौ,śau,SO,1816,0.0127,249,561,553,340,113
म्या,myā,myA,1811,0.0126,624,414,421,273,79
हिं,hiṃ,hiM,1803,0.0126,811,488,266,157,81
स्का,skā,skA,1802,0.0126,212,407,379,354,450
छि,chi,Ci,1793,0.0125,363,657,320,336,117
र्ध्व,rdhva,rDva,1787,0.0125,467,278,426,378,238
म्प्र,mpra,mpra,1780,0.0124,150,825,433,248,124
र्तु,rtu,rtu,1774,0.0124,135,823,410,301,104
त्रः,traḥ,traH,1769,0.0123,546,603,366,161,93
र्पि,rpi,rpi,1761,0.0123,190,383,776,327,85
र्मु,rmu,rmu,1758,0.0123,63,596,445,496,156
ण्डा,ṇḍā,RqA,1752,0.0122,221,364,509,520,138
म्ना,mnā,mnA,1744,0.0122,491,280,374,448,151
वैः,vaiḥ,vEH,1733,0.0121,134,592,380,507,119
घ्न,ghna,Gna,1731,0.0121,450,631,307,272,71
त्यै,tyai,tyE,1720,0.012,1206,164,166,126,58
च्चा,ccā,ccA,1718,0.012,96,658,485,307,171
स्नि,sni,sni,1712,0.0119,25,293,712,572,110
लां,lāṃ,lAM,1704,0.0119,154,564,433,399,153
चु,cu,cu,1699,0.0119,190,516,442,384,167
लौ,lau,lO,1689,0.0118,149,420,513,412,195
ष्ट्र,ṣṭra,zwra,1687,0.0118,421,956,170,116,24
खो,kho,Ko,1685,0.0118,73,458,424,598,132
धौ,dhau,DO,1684,0.0118,123,582,417,333,228
औ,au,O,1678,0.0117,649,297,341,206,183
र्भा,rbhā,rBA,1676,0.0117,314,304,509,450,99
बे,be,be,1661,0.0116,111,257,781,414,98
ण्यं,ṇyaṃ,RyaM,1632,0.0114,361,512,349,159,251
स्कृ,skṛ,skf,1630,0.0114,204,691,390,233,111
र्णि,rṇi,rRi,1624,0.0113,139,354,507,519,104
भै,bhai,BE,1615,0.0113,110,500,353,520,132
भः,bhaḥ,BaH,1599,0.0112,214,595,334,365,90
ग्निं,gniṃ,gniM,1599,0.0112,1012,176,150,161,100
द्ये,dye,dye,1599,0.0112,509,364,389,256,81
ऊं,ūṃ,UM,1595,0.0111,540,19,114,782,140
र्वो,rvo,rvo,1588,0.0111,272,320,414,394,187
त्वां,tvāṃ,tvAM,1588,0.0111,136,984,265,150,53
न्ने,nne,nne,1588,0.0111,477,311,448,249,103
त्तो,tto,tto,1571,0.011,117,629,423,335,67
द्ध्वा,ddhvā,dDvA,1565,0.0109,49,415,174,821,106
ग्निः,gniḥ,gniH,1560,0.0109,1262,112,100,47,39
द्रं,draṃ,draM,1559,0.0109,290,553,362,221,133
द्रे,dre,dre,1559,0.0109,323,482,394,211,149
न्त्य्,nty,nty,1559,0.0109,1017,130,212,134,66
पाः,pāḥ,pAH,1552,0.0108,295,756,275,162,64
प्नु,pnu,pnu,1551,0.0108,157,648,358,237,149
र्धं,rdhaṃ,rDaM,1549,0.0108,157,476,441,346,129
ष्ये,ṣye,zye,1549,0.0108,375,718,238,136,82
ग्ध,gdha,gDa,1547,0.0108,93,290,569,481,114
गाः,gāḥ,gAH,1546,0.0108,182,647,402,233,82
न्त्रे,ntre,ntre,1542,0.0108,116,110,181,811,324
वीं,vīṃ,vIM,1540,0.0107,528,484,224,223,81
ष्णो,ṣṇo,zRo,1535,0.0107,428,265,502,229,111
द्धः,ddhaḥ,dDaH,1534,0.0107,145,704,277,300,108
टी,ṭī,wI,1526,0.0107,21,342,290,588,285
ल्यं,lyaṃ,lyaM,1524,0.0106,39,334,323,693,135
ख्य,khya,Kya,1522,0.0106,215,258,354,512,182
क्त्या,ktyā,ktyA,1521,0.0106,34,278,411,450,347
त्त्वं,ttvaṃ,ttvaM,1517,0.0106,9,396,265,694,153
भ्यु,bhyu,Byu,1515,0.0106,537,410,339,175,53
क्षः,kṣaḥ,kzaH,1508,0.0105,356,405,365,298,84
घु,ghu,Gu,1506,0.0105,66,427,348,526,139
प्स,psa,psa,1500,0.0105,373,632,293,122,80
टं,ṭaṃ,waM,1500,0.0105,44,175,220,868,193
नीं,nīṃ,nIM,1496,0.0104,97,545,425,337,91
श्ले,śle,Sle,1488,0.0104,50,285,612,431,110
व्ये,vye,vye,1484,0.0104,440,375,347,230,89
न्यु,nyu,nyu,1474,0.0103,290,641,290,193,60
द्वी,dvī,dvI,1473,0.0103,76,349,667,301,80
र्गा,rgā,rgA,1470,0.0103,220,434,376,341,98
णौ,ṇau,RO,1462,0.0102,311,624,291,164,72
ख्ये,khye,Kye,1462,0.0102,113,703,186,382,78
श्ये,śye,Sye,1460,0.0102,420,499,280,172,88
स्याः,syāḥ,syAH,1451,0.0101,359,303,354,324,111
त्कृ,tkṛ,tkf,1446,0.0101,48,610,368,312,108
त्का,tkā,tkA,1443,0.0101,87,309,391,529,126
तॄ,tṝ,tF,1443,0.0101,394,531,259,148,111
लैः,laiḥ,lEH,1439,0.01,75,340,511,368,145
ज्,j,j,1437,0.01,738,175,232,197,95
र्गे,rge,rge,1433,0.01,201,420,342,339,131
श्रू,śrū,SrU,1431,0.01,100,699,376,180,76
न्दे,nde,nde,1424,0.0099,234,224,276,288,402
र्घ,rgha,rGa,1423,0.0099,198,488,297,369,71
न्धु,ndhu,nDu,1422,0.0099,293,422,366,286,55
तीं,tīṃ,tIM,1416,0.0099,363,492,295,207,59
स्रु,sru,sru,1412,0.0099,974,112,219,64,43
ह्नि,hni,hni,1409,0.0098,91,153,311,605,249
ट्,ṭ,w,1408,0.0098,443,350,239,284,92
ह्ये,hye,hye,1407,0.0098,323,553,265,192,74
र्षे,rṣe,rze,1402,0.0098,222,719,237,160,64
तेः,teḥ,teH,1399,0.0098,260,389,357,342,51
थ्य,thya,Tya,1395,0.0097,210,301,344,445,95
र्मो,rmo,rmo,1392,0.0097,105,686,320,197,83
दाः,dāḥ,dAH,1392,0.0097,348,502,305,168,69
त्रु,tru,tru,1384,0.0097,70,837,220,179,77
प्ते,pte,pte,1376,0.0096,191,398,383,269,135
त्नी,tnī,tnI,1376,0.0096,753,207,247,103,66
र्वी,rvī,rvI,1375,0.0096,410,245,396,225,99
त्पु,tpu,tpu,1371,0.0096,116,136,340,615,163
र्णो,rṇo,rRo,1370,0.0096,169,559,269,286,87
ब्द,bda,bda,1362,0.0095,41,307,506,409,99
छा,chā,CA,1361,0.0095,283,321,290,394,72
स्रो,sro,sro,1355,0.0095,377,284,438,202,54
त्थ,ttha,tTa,1355,0.0095,208,269,316,467,95
दां,dāṃ,dAM,1355,0.0095,118,589,263,262,123
ज्ञं,jñaṃ,jYaM,1353,0.0094,748,325,144,103,33
भुः,bhuḥ,BuH,1345,0.0094,34,531,512,222,46
र्यः,ryaḥ,ryaH,1334,0.0093,457,378,236,190,73
क्षौ,kṣau,kzO,1327,0.0093,121,334,537,267,68
प्ल,pla,pla,1320,0.0092,297,565,254,140,64
म्र,mra,mra,1319,0.0092,68,135,301,639,176
वौ,vau,vO,1318,0.0092,213,544,315,166,80
ङ्का,ṅkā,NkA,1316,0.0092,151,365,365,349,86
घ्र,ghra,Gra,1315,0.0092,118,748,209,185,55
क्वा,kvā,kvA,1314,0.0092,85,103,500,533,93
खी,khī,KI,1307,0.0091,114,320,385,383,105
प्तो,pto,pto,1306,0.0091,119,576,259,243,107
र्गं,rgaṃ,rgaM,1306,0.0091,457,417,230,138,63
न्दो,ndo,ndo,1305,0.0091,589,181,247,219,69
त्स्य,tsya,tsya,1305,0.0091,90,677,297,178,63
ष्पा,ṣpā,zpA,1298,0.0091,157,316,340,378,107
साः,sāḥ,sAH,1295,0.009,330,508,285,123,49
म्ल,mla,mla,1295,0.009,9,110,357,702,117
ह्वा,hvā,hvA,1291,0.009,348,227,324,308,84
द्धृ,ddhṛ,dDf,1291,0.009,235,234,262,463,97
स्रं,sraṃ,sraM,1277,0.0089,313,317,370,157,120
ण्डी,ṇḍī,RqI,1276,0.0089,32,513,164,463,104
स्य्,sy,sy,1272,0.0089,989,103,94,59,27
ष्णं,ṣṇaṃ,zRaM,1270,0.0089,129,220,358,408,155
च्यु,cyu,cyu,1264,0.0088,236,459,287,222,60
ग्य,gya,gya,1262,0.0088,166,191,414,389,102
त्ना,tnā,tnA,1262,0.0088,284,341,257,294,86
ज्ञि,jñi,jYi,1259,0.0088,507,251,286,128,87
गै,gai,gE,1257,0.0088,20,399,266,472,100
थाः,thāḥ,TAH,1254,0.0088,143,796,153,133,29
त्तु,ttu,ttu,1252,0.0087,90,120,384,487,171
ब्ध,bdha,bDa,1250,0.0087,104,407,381,310,46
प्त्वा,ptvā,ptvA,1250,0.0087,164,80,107,747,152
वु,vu,vu,1249,0.0087,113,657,318,128,33
धै,dhai,DE,1248,0.0087,78,579,331,191,69
ष्टौ,ṣṭau,zwO,1246,0.0087,306,294,318,243,85
जां,jāṃ,jAM,1246,0.0087,374,275,235,260,102
ष्ठो,ṣṭho,zWo,1240,0.0087,311,470,245,139,75
स्त्रे,stre,stre,1236,0.0086,30,419,278,403,106
ठ,ṭha,Wa,1234,0.0086,86,224,354,399,168
स्थे,sthe,sTe,1229,0.0086,436,302,251,181,59
स्फु,sphu,sPu,1227,0.0086,60,153,399,514,101
ध्यं,dhyaṃ,DyaM,1227,0.0086,479,244,245,189,70
स्त्य,stya,stya,1226,0.0086,164,544,251,181,86
त्वि,tvi,tvi,1224,0.0085,566,308,197,110,43
द्रौ,drau,drO,1215,0.0085,20,995,52,140,8
त्सृ,tsṛ,tsf,1211,0.0085,277,557,224,102,51
रिं,riṃ,riM,1210,0.0084,200,590,211,134,75
न्धि,ndhi,nDi,1204,0.0084,125,267,331,405,76
ङ्ख,ṅkha,NKa,1202,0.0084,93,302,341,340,126
र्भि,rbhi,rBi,1191,0.0083,260,380,229,231,91
र्मं,rmaṃ,rmaM,1191,0.0083,63,708,196,82,142
न्मु,nmu,nmu,1182,0.0083,47,301,299,443,92
ण्व,ṇva,Rva,1181,0.0082,601,247,150,115,67
ङ्,ṅ,N,1181,0.0082,843,158,95,59,26
न्द्रः,ndraḥ,ndraH,1180,0.0082,746,197,111,91,35
द्भु,dbhu,dBu,1179,0.0082,108,604,191,205,71
र्ध्वं,rdhvaṃ,rDvaM,1178,0.0082,258,176,388,241,115
फा,phā,PA,1164,0.0081,144,124,438,375,83
द्दि,ddi,ddi,1164,0.0081,71,268,261,414,150
र्थो,rtho,rTo,1159,0.0081,24,541,322,216,55
