Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
abhivāday	Verb	10	Ā	abhivādya			Absolutive	"  300"
śī	Verb	1	Ā	śayāna			"Present Ind."	"  299"
anuprāp	Verb	5	Ā	anuprāpta			"Past Passive Participle"	"  299"
saṁskṛ	Verb	8	Ā	saṃskṛta			"Past Passive Participle"	"  299"
han	Verb	6	P.	hantum			Infinitive	"  298"
nivṛt	Verb	1	Ā	nivṛtta			"Past Passive Participle"	"  297"
dam	Verb	4	P.	dānta			"Past Passive Participle"	"  295"
hu	Verb	3	Ā	hutvā			Absolutive	"  294"
mohay	Verb	10	Ā	mohita			"Past Passive Participle"	"  293"
avāp	Verb	5	Ā	avāpnoti	Third	Sg.	"Present Ind."	"  293"
saṁtap	Verb	4	Ā	saṃtapta			"Past Passive Participle"	"  293"
dviṣ	Verb	1	P.	dviṣat			"Present Ind."	"  292"
vidhā	Verb	3	Ā	vidhāya			Absolutive	"  292"
anugam	Verb	1	Ā	anugata			"Past Passive Participle"	"  291"
dāpay	Verb	10	Ā	dāpayet	Third	Sg.	"Pres. Potential"	"  291"
e	Verb	2	P.	ehi	Second	Sg.	"Pres. Imp."	"  290"
parityaj	Verb	1	Ā	parityajya			Absolutive	"  290"
juṣ	Verb	6	Ā	juṣṭa			"Past Passive Participle"	"  289"
sthā	Verb	1	Ā	tiṣṭhanti	Third	Pl.	"Present Ind."	"  289"
chid	Verb	1	P.	chittvā			Absolutive	"  288"
viś	Verb	4	P.	viveśa	Third	Sg.	"Perfect Ind."	"  288"
abhihan	Verb	4	P.	abhihata			"Past Passive Participle"	"  288"
kalpay	Verb	10	Ā	kalpita			"Past Passive Participle"	"  287"
sādhay	Verb	10	Ā	sādhita			"Past Passive Participle"	"  287"
dā	Verb	1	Ā	dātavya			"Future passive particle"	"  284"
prajan	Verb	4	P.	prajāyate	Third	Sg.	"Present Ind."	"  283"
vṛdh	Verb	6	P.	vṛddha			"Past Passive Participle"	"  282"
mā	Verb	4	P.	mita			"Past Passive Participle"	"  282"
vadh	Verb	4	P.	vadhyamāna			"Present Passive"	"  282"
nikṣip	Verb	6	Ā	nikṣipet	Third	Sg.	"Pres. Potential"	"  282"
rud	Verb	1	P.	rudat			"Present Ind."	"  281"
nī	Verb	2	P.	nīta			"Past Passive Participle"	"  280"
śaṁs	Verb	2	Ā	śaṃsati	Third	Sg.	"Present Ind."	"  280"
ālokay	Verb	10	Ā	ālokya			Absolutive	"  279"
vijñā	Verb	9	Ā	vijñāya			Absolutive	"  279"
man	Verb	8	P.	matvā			Absolutive	"  278"
avāp	Verb	5	Ā	avāpnuyāt	Third	Sg.	"Pres. Potential"	"  278"
bhid	Verb	6	P.	bhittvā			Absolutive	"  277"
īpsay	Desid.	0	Ā	īpsita			"Past Passive Participle"	"  277"
āruh	Verb	6	Ā	ārūḍha			"Past Passive Participle"	"  276"
upaviś	Verb	6	P.	upaviṣṭa			"Past Passive Participle"	"  276"
rakṣ	Verb	4	P.	rakṣita			"Past Passive Participle"	"  275"
ji	Verb	9	P.	jitvā			Absolutive	"  274"
kṛ	Verb	2	Ā	karomi	First	Sg.	"Present Ind."	"  272"
vas	Verb	2	P.	vasat			"Present Ind."	"  272"
śrī	Verb	4	P.	śṛta			"Past Passive Participle"	"  272"
bhū	Verb	1	Ā	bhaviṣyasi	Second	Sg.	"Future Ind."	"  271"
hu	Verb	3	Ā	juhuyāt	Third	Sg.	"Pres. Potential"	"  271"
saṁjan	Verb	4	Ā	saṃjāta			"Past Passive Participle"	"  270"
svid	Verb	4	P.	svinna			"Past Passive Participle"	"  269"
āgam	Verb	6	P.	āgatya			Absolutive	"  269"
sampūjay	Verb	10	Ā	sampūjya			Absolutive	"  269"
nyas	Verb	2	P.	nyaset	Third	Sg.	"Pres. Potential"	"  268"
vismi	Verb	1	P.	vismita			"Past Passive Participle"	"  268"
same	Verb	2	P.	sametya			Absolutive	"  268"
paś	Verb	4	Ā	paśyet	Third	Sg.	"Pres. Potential"	"  267"
āruh	Verb	6	Ā	āruhya			Absolutive	"  267"
prahas	Verb	1	Ā	prahasat			"Present Ind."	"  265"
ji	Verb	9	P.	jayati	Third	Sg.	"Present Ind."	"  264"
sthāpay	Verb	10	Ā	sthāpita			"Past Passive Participle"	"  264"
śram	Verb	1	Ā	śrānta			"Past Passive Participle"	"  264"
uddhṛ	Verb	1	Ā	uddhṛtya			Absolutive	"  264"
upe	Verb	2	Ā	upaiti	Third	Sg.	"Present Ind."	"  264"
vistṛ	Verb	9	P.	vistīrṇa			"Past Passive Participle"	"  264"
mahīy	Denom.	0	P.	mahīyate	Third	Sg.	"Present Ind."	"  264"
ākṛ	Verb	6	P.	ākīrṇa			"Past Passive Participle"	"  263"
utpad	Verb	4	P.	utpadyate	Third	Sg.	"Present Ind."	"  263"
śru	Verb	4	P.	śrūyate	Third	Sg.	"Present Passive"	"  262"
bhā	Verb	2	Ā	bhāti	Third	Sg.	"Present Ind."	"  262"
lubh	Verb	4	Ā	lubdha			"Past Passive Participle"	"  262"
dā	Verb	1	Ā	dehi	Second	Sg.	"Pres. Imp."	"  260"
ācakṣ	Verb	1	P.	ācakṣva	Second	Sg.	"Imperfect ind"	"  260"
vī	Verb	2	Ā	vīta			"Past Passive Participle"	"  260"
jñā	Verb	4	Ā	jānāti	Third	Sg.	"Present Ind."	"  259"
upāgam	Verb	1	P.	upāgata			"Past Passive Participle"	"  259"
puraskṛ	Verb	8	Ā	puraskṛtya			Absolutive	"  259"
vṛdh	Verb	6	P.	vardhate	Third	Sg.	"Present Ind."	"  258"
hu	Verb	3	Ā	juhoti	Third	Sg.	"Present Ind."	"  258"
bhāṣ	Verb	1	P.	bhāṣita			"Past Passive Participle"	"  258"
nidhā	Verb	3	Ā	nidhāya			Absolutive	"  258"
prasū	Verb	2	P.	prasūta			"Past Passive Participle"	"  258"
śru	Verb	4	P.	śṛṇvat			"Present Ind."	"  257"
hu	Verb	3	Ā	huta			"Past Passive Participle"	"  257"
vad	Verb	1	Ā	avadat	Third	Sg.	"Imperfect ind"	"  256"
vīkṣ	Verb	4	P.	vīkṣya			Absolutive	"  256"
bhuj	Verb	6	P.	bhuṅkte	Third	Sg.	"Present Ind."	"  255"
āyā	Verb	2	Ā	āyānt			"Present Ind."	"  255"
dhyā	Verb	3	Ā	dhyātvā			Absolutive	"  254"
sañj	Verb	1	Ā	sakta			"Past Passive Participle"	"  254"
āgam	Verb	6	P.	āgamya			Absolutive	"  254"
nidhā	Verb	3	Ā	nihita			"Past Passive Participle"	"  254"
praśaṁs	Verb	1	Ā	praśasyate	Third	Sg.	"Present Passive"	"  254"
pre	Verb	2	P.	pretya			Absolutive	"  254"
praṇam	Verb	1	Ā	praṇata			"Past Passive Participle"	"  253"
nam	Verb	1	Ā	nata			"Past Passive Participle"	"  252"
cūrṇay	Denom.	0	P.	cūrṇita			"Past Passive Participle"	"  252"
āyā	Verb	2	Ā	āyāti	Third	Sg.	"Present Ind."	"  252"
samīkṣ	Verb	1	Ā	samīkṣya			Absolutive	"  252"
samutpad	Verb	4	P.	samutpanna			"Past Passive Participle"	"  252"
cintay	Verb	10	Ā	cintayat			"Present Ind."	"  251"
śru	Verb	4	P.	śrūyatām	Third	Sg.	"Pres. Imperative Passive"	"  251"
āhan	Verb	2	Ā	āhata			"Past Passive Participle"	"  251"
vihā	Verb	3	Ā	vihīna			"Past Passive Participle"	"  251"
vinikṣip	Verb	6	P.	vinikṣipet	Third	Sg.	"Pres. Potential"	"  250"
saṁgam	Verb	6	Ā	saṃgata			"Past Passive Participle"	"  250"
vac	Verb	2	P.	vaktavya			"Future passive particle"	"  249"
nirdiś	Verb	6	Ā	nirdiṣṭa			"Past Passive Participle"	"  249"
same	Verb	2	P.	sameta			"Past Passive Participle"	"  249"
anujñā	Verb	9	Ā	anujñāta			"Past Passive Participle"	"  248"
saṁmā	Verb	3	Ā	saṃmita			"Past Passive Participle"	"  248"
tṛp	Verb	6	P.	tṛpta			"Past Passive Participle"	"  247"
muc	Verb	6	Ā	muktvā			Absolutive	"  247"
vas	Verb	2	P.	vaset	Third	Sg.	"Pres. Potential"	"  247"
mud	Verb	1	P.	mudita			"Past Passive Participle"	"  247"
bhṛ	Verb	1	Ā	bibhrat			"Present Ind."	"  246"
śobhay	Verb	10	Ā	śobhita			"Past Passive Participle"	"  246"
prekṣ	Verb	1	P.	prekṣya			Absolutive	"  246"
jñā	Verb	4	Ā	jñāta			"Past Passive Participle"	"  245"
vas	Verb	2	P.	uṣita			"Past Passive Participle"	"  245"
śī	Verb	1	Ā	śete	Third	Sg.	"Present Ind."	"  245"
sthā	Verb	1	Ā	sthitvā			Absolutive	"  243"
prayam	Verb	1	Ā	prayata			"Past Passive Participle"	"  243"
jñā	Verb	4	Ā	jānat			"Present Ind."	"  242"
sṛj	Verb	2	P.	asṛjat	Third	Sg.	"Imperfect ind"	"  241"
āgam	Verb	6	P.	ājagāma	Third	Sg.	"Perfect Ind."	"  241"
saṁrabh	Verb	1	Ā	saṃrabdha			"Past Passive Participle"	"  241"
niram	Verb	1	P.	nirata			"Past Passive Participle"	"  240"
puṭ	Verb	6	P.	puṭet	Third	Sg.	"Pres. Potential"	"  240"
antardhā	Verb	3	Ā	antarhita			"Past Passive Participle"	"  239"
nihan	Verb	2	Ā	nihatya			Absolutive	"  239"
vac	Verb	2	P.	vakṣye	First	Sg.	"Future Ind."	"  238"
upādā	Verb	3	Ā	upādāya			Absolutive	"  238"
niści	Verb	5	Ā	niścita			"Past Passive Participle"	"  238"
samākhyā	Verb	4	P.	samākhyāta			"Past Passive Participle"	"  238"
darśay	Verb	10	Ā	darśita			"Past Passive Participle"	"  237"
upahan	Verb	2	P.	upahata			"Past Passive Participle"	"  236"
niṣad	Verb	1	Ā	niṣaṇṇa			"Past Passive Participle"	"  236"
prayā	Verb	2	Ā	prayāta			"Past Passive Participle"	"  236"
abhibhū	Verb	1	P.	abhibhūta			"Past Passive Participle"	"  235"
śaṁs	Verb	2	Ā	śasta			"Past Passive Participle"	"  234"
bhraṁś	Verb	1	P.	bhraṣṭa			"Past Passive Participle"	"  234"
unmad	Verb	4	Ā	unmatta			"Past Passive Participle"	"  234"
pūjay	Verb	10	Ā	pūjayitvā			Absolutive	"  233"
prayam	Verb	1	Ā	prayacchati	Third	Sg.	"Present Ind."	"  233"
arcay	Verb	10	Ā	arcayet	Third	Sg.	"Pres. Potential"	"  233"
abhye	Verb	2	P.	abhyetya			Absolutive	"  232"
unnam	Verb	1	Ā	unnata			"Past Passive Participle"	"  232"
bhojay	Verb	10	Ā	bhojayet	Third	Sg.	"Pres. Potential"	"  232"
nirmuc	Verb	6	P.	nirmukta			"Past Passive Participle"	"  232"
dā	Verb	1	Ā	dadāmi	First	Sg.	"Present Ind."	"  231"
hā	Verb	1	P.	jahi	Second	Sg.	"Pres. Imp."	"  231"
pragrah	Verb	9	Ā	pragṛhya			Absolutive	"  231"
arcay	Verb	10	Ā	arcita			"Past Passive Participle"	"  230"
śudh	Verb	4	Ā	śudhyati	Third	Sg.	"Present Ind."	"  229"
prayojay	Verb	10	P.	prayojayet	Third	Sg.	"Pres. Potential"	"  229"
prasthā	Verb	1	Ā	prasthita			"Past Passive Participle"	"  229"
dhā	Verb	1	P.	dadhāti	Third	Sg.	"Present Ind."	"  228"
yuj	Verb	6	Ā	yujyate	Third	Sg.	"Present Passive"	"  227"
labh	Verb	1	P.	lebhe	Third	Sg.	"Perfect Ind."	"  227"
vid	Verb	6	Ā	vetti	Third	Sg.	"Present Ind."	"  227"
abhidhā	Verb	3	Ā	abhidhīyate	Third	Sg.	"Present Passive"	"  227"
bhā	Verb	2	Ā	babhau	Third	Sg.	"Perfect Ind."	"  226"
vihā	Verb	3	Ā	vihāya			Absolutive	"  226"
gad	Verb	1	Ā	jagāda	Third	Sg.	"Perfect Ind."	"  225"
ruc	Verb	1	P.	rocate	Third	Sg.	"Present Ind."	"  225"
praṇipat	Verb	1	P.	praṇipatya			Absolutive	"  225"
sambhū	Verb	1	Ā	samabhavat	Third	Sg.	"Imperfect ind"	"  224"
kṛ	Verb	2	Ā	kuruṣva	Second	Sg.	"Pres. Imp."	"  223"
tvar	Verb	1	P.	tvarita			"Past Passive Participle"	"  223"
vinirmuc	Verb	6	P.	vinirmukta			"Past Passive Participle"	"  223"
gam	Verb	6	Ā	gamiṣyāmi	First	Sg.	"Future Ind."	"  222"
grah	Verb	6	Ā	gṛhya			Absolutive	"  222"
vyadh	Verb	4	Ā	viddhvā			Absolutive	"  222"
śaṁs	Verb	2	Ā	śasyate	Third	Sg.	"Present Passive"	"  222"
āmantray	Denom.	0	Ā	āmantrya			Absolutive	"  222"
e	Verb	2	P.	etya			Absolutive	"  222"
aś	Verb	1	Ā	aśnīyāt	Third	Sg.	"Pres. Potential"	"  221"
kathay	Verb	10	Ā	kathayanti	Third	Pl.	"Present Ind."	"  221"
muc	Verb	6	Ā	mumoca	Third	Sg.	"Perfect Ind."	"  221"
sādhay	Verb	10	Ā	sādhayet	Third	Sg.	"Pres. Potential"	"  221"
nipātay	Verb	10	Ā	nipātita			"Past Passive Participle"	"  221"
samādā	Verb	3	Ā	samādāya			Absolutive	"  221"
iṣ	Verb	1	P.	icchanti	Third	Pl.	"Present Ind."	"  220"
janay	Verb	10	Ā	janita			"Past Passive Participle"	"  220"
budh	Verb	1	Ā	buddhvā			Absolutive	"  220"
nihan	Verb	2	Ā	nihanti	Third	Sg.	"Present Ind."	"  220"
bhū	Verb	1	Ā	bhūt	Third	Sg.	"Aorist Jus."	"  219"
dā	Verb	1	Ā	dātum			Infinitive	"  219"
yam	Verb	6	P.	yata			"Past Passive Participle"	"  218"
ji	Verb	9	P.	jaya	Second	Sg.	"Pres. Imp."	"  217"
samuddhṛ	Verb	2	P.	samuddhṛtya			Absolutive	"  217"
i	Verb	5	Ā	yanti	Third	Pl.	"Present Ind."	"  216"
bhuj	Verb	6	P.	bhuñjīta	Third	Sg.	"Pres. Potential"	"  216"
uddiś	Verb	6	Ā	uddiśya			Absolutive	"  216"
arpay	Verb	10	Ā	arpita			"Past Passive Participle"	"  215"
parī	Verb	2	Ā	parīta			"Past Passive Participle"	"  215"
praśam	Verb	1	P.	praśānta			"Past Passive Participle"	"  215"
vimarday	Verb	10	P.	vimardayet	Third	Sg.	"Pres. Potential"	"  215"
añj	Verb	7	Ā	akta			"Past Passive Participle"	"  214"
śru	Verb	4	P.	śṛṇuṣva	Second	Sg.	"Pres. Imp."	"  214"
pat	Verb	1	Ā	patati	Third	Sg.	"Present Ind."	"  212"
uddhṛ	Verb	1	Ā	uddhṛta			"Past Passive Participle"	"  212"
vinī	Verb	1	Ā	vinīta			"Past Passive Participle"	"  212"
vad	Verb	1	Ā	vadet	Third	Sg.	"Pres. Potential"	"  211"
śās	Verb	1	P.	śiṣṭa			"Past Passive Participle"	"  211"
upaśobhay	Verb	10	P.	upaśobhita			"Past Passive Participle"	"  211"
car	Verb	1	Ā	cacāra	Third	Sg.	"Perfect Ind."	"  210"
nirgam	Verb	6	P.	nirgata			"Past Passive Participle"	"  210"
satkṛ	Verb	8	Ā	satkṛta			"Past Passive Participle"	"  210"
vedhay	Verb	10	Ā	vedhayet	Third	Sg.	"Pres. Potential"	"  210"
vid	Verb	6	Ā	veditavya			"Future passive particle"	"  209"
bhāvay	Verb	10	Ā	bhāvya			"Future passive particle"	"  209"
bhū	Verb	1	Ā	bhavat			"Present Ind."	"  207"
bhakṣay	Verb	10	Ā	bhakṣita			"Past Passive Participle"	"  207"
nipat	Verb	1	Ā	nipatita			"Past Passive Participle"	"  207"
grah	Verb	6	Ā	gṛhṇīyāt	Third	Sg.	"Pres. Potential"	"  206"
chad	Verb	1	P.	channa			"Past Passive Participle"	"  206"
yudh	Verb	2	P.	yudhyamāna			"Present Ind."	"  205"
iṣ	Verb	1	P.	icchet	Third	Sg.	"Pres. Potential"	"  204"
kṣip	Verb	6	Ā	cikṣepa	Third	Sg.	"Perfect Ind."	"  204"
brū	Verb	2	Ā	bruvāṇa			"Present Ind."	"  204"
sveday	Verb	10	Ā	svedayet	Third	Sg.	"Pres. Potential"	"  204"
niṣev	Verb	1	Ā	niṣevita			"Past Passive Participle"	"  204"
saṁhṛṣ	Verb	1	Ā	saṃhṛṣṭa			"Past Passive Participle"	"  204"
adhiṣṭhā	Verb	1	Ā	adhiṣṭhita			"Past Passive Participle"	"  203"
sidh	Verb	4	Ā	sidhyati	Third	Sg.	"Present Ind."	"  203"
ākarṇay	Denom.	0	Ā	ākarṇya			Absolutive	"  203"
vyāp	Verb	5	Ā	vyāpta			"Past Passive Participle"	"  203"
jval	Verb	1	Ā	jvalita			"Past Passive Participle"	"  202"
dhyā	Verb	3	Ā	dhyāyat			"Present Ind."	"  201"
pātay	Verb	10	Ā	pātita			"Past Passive Participle"	"  201"
upe	Verb	2	Ā	upetya			Absolutive	"  200"
paś	Verb	4	Ā	apaśyam	First	Sg.	"Imperfect ind"	"  199"
spṛś	Verb	6	Ā	spṛṣṭa			"Past Passive Participle"	"  199"
utsṛj	Verb	6	Ā	utsṛṣṭa			"Past Passive Participle"	"  199"
upapad	Verb	4	P.	upapadyate	Third	Sg.	"Present Ind."	"  199"
car	Verb	1	Ā	caranti	Third	Pl.	"Present Ind."	"  198"
darśay	Verb	10	Ā	darśayat			"Present Ind."	"  198"
lip	Verb	4	Ā	liptvā			Absolutive	"  198"
sthā	Verb	1	Ā	tiṣṭhet	Third	Sg.	"Pres. Potential"	"  197"
hṛ	Verb	2	P.	harati	Third	Sg.	"Present Ind."	"  197"
vadh	Verb	4	P.	vadhya			"Future passive particle"	"  197"
kṛ	Verb	2	Ā	kuryuḥ	Third	Pl.	"Pres. Potential"	"  196"
āhṛ	Verb	1	Ā	āharet	Third	Sg.	"Pres. Potential"	"  196"
ucchri	Verb	1	Ā	ucchrita			"Past Passive Participle"	"  196"
śak	Verb	4	P.	śakyate	Third	Sg.	"Present Passive"	"  195"
stu	Verb	1	Ā	stuta			"Past Passive Participle"	"  194"
smṛ	Verb	1	Ā	smarat			"Present Ind."	"  194"
ādā	Verb	4	Ā	ātta			"Past Passive Participle"	"  194"
pradā	Verb	3	Ā	prādāt	Third	Sg.	"Aorist Ind. Root."	"  194"
saṁyam	Verb	1	Ā	saṃyata			"Past Passive Participle"	"  194"
dṛś	Verb	6	P.	draṣṭavya			"Future passive particle"	"  193"
janay	Verb	10	Ā	janayati	Third	Sg.	"Present Ind."	"  193"
vyath	Verb	1	P.	vyathita			"Past Passive Participle"	"  193"
uddiś	Verb	6	Ā	uddiṣṭa			"Past Passive Participle"	"  193"
prayā	Verb	2	Ā	prāyāt	Third	Sg.	"Imperfect ind"	"  193"
as	Verb	2	P.	syāma	First	Pl.	"Pres. Potential"	"  192"
jan	Verb	4	P.	ajāyata	Third	Sg.	"Imperfect ind"	"  192"
bhū	Verb	1	Ā	bhavataḥ	Third	Du.	"Present Ind."	"  192"
avekṣ	Verb	1	P.	avekṣya			Absolutive	"  192"
atikram	Verb	6	P.	atikramya			Absolutive	"  191"
dṛś	Verb	6	P.	dadṛśe	Third	Sg.	"Perfect Ind."	"  191"
tras	Verb	4	Ā	trasta			"Past Passive Participle"	"  191"
pradāpay	Verb	10	P.	pradāpayet	Third	Sg.	"Pres. Potential"	"  191"
dṛś	Verb	6	P.	dṛśya			"Future passive particle"	"  190"
daṁś	Verb	1	Ā	daṣṭa			"Past Passive Participle"	"  190"
as	Verb	2	P.	santu	Third	Pl.	"Pres. Imp."	"  189"
jñā	Verb	4	Ā	jānāmi	First	Sg.	"Present Ind."	"  189"
brū	Verb	2	Ā	brūte	Third	Sg.	"Present Ind."	"  189"
pū	Verb	1	P.	pavamāna			"Present Ind."	"  189"
naś	Verb	1	P.	naśyati	Third	Sg.	"Present Ind."	"  189"
sev	Verb	4	P.	sevya			"Future passive particle"	"  189"
vitan	Verb	8	Ā	vitata			"Past Passive Participle"	"  189"
parivāray	Verb	10	Ā	parivārya			Absolutive	"  189"
cintay	Verb	10	Ā	cintayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"  188"
pācay	Verb	10	Ā	pācayet	Third	Sg.	"Pres. Potential"	"  188"
kṛ	Verb	2	Ā	kurvāṇa			"Present Ind."	"  187"
pāyay	Verb	10	Ā	pāyayet	Third	Sg.	"Pres. Potential"	"  187"
karśay	Verb	10	P.	karśita			"Past Passive Participle"	"  187"
pratipad	Verb	4	P.	pratipadyate	Third	Sg.	"Present Ind."	"  187"
pramuc	Verb	6	Ā	pramucyate	Third	Sg.	"Present Passive"	"  187"
samprekṣ	Verb	4	P.	samprekṣya			Absolutive	"  187"
pā	Verb	2	Ā	pāhi	Second	Sg.	"Pres. Imp."	"  185"
pradā	Verb	3	Ā	pradadau	Third	Sg.	"Perfect Ind."	"  185"
kṣan	Verb	8	Ā	kṣata			"Past Passive Participle"	"  184"
has	Verb	1	Ā	hasat			"Present Ind."	"  184"
grah	Verb	6	Ā	gṛhṇāti	Third	Sg.	"Present Ind."	"  183"
nī	Verb	2	P.	nayet	Third	Sg.	"Pres. Potential"	"  183"
pat	Verb	1	Ā	patanti	Third	Pl.	"Present Ind."	"  183"
sev	Verb	4	P.	seveta	Third	Sg.	"Pres. Potential"	"  183"
avāp	Verb	5	Ā	avāpa	Third	Sg.	"Perfect Ind."	"  183"
prapad	Verb	4	P.	prapanna			"Past Passive Participle"	"  183"
saṁsṛj	Verb	6	Ā	saṃsṛṣṭa			"Past Passive Participle"	"  183"
gā	Verb	4	Ā	agāt	Third	Sg.	"Aorist Ind. Root."	"  182"
avāp	Verb	5	Ā	avāpya			Absolutive	"  182"
bhṛ	Verb	1	Ā	bibharti	Third	Sg.	"Present Ind."	"  181"
abhigam	Verb	1	Ā	abhigamya			Absolutive	"  181"
vṛ	Verb	5	Ā	vṛta			"Past Passive Participle"	"  181"
āropay	Verb	10	Ā	āropya			Absolutive	"  181"
pratigrah	Verb	9	Ā	pratigṛhya			Absolutive	"  181"
jap	Verb	4	Ā	japat			"Present Ind."	"  180"
bhū	Verb	1	Ā	bhavat	Third	Sg.	"Imperfect ind"	"  180"
dā	Verb	1	Ā	dīyate	Third	Sg.	"Present Passive"	"  180"
upalabh	Verb	1	P.	upalabhyate	Third	Sg.	"Present Passive"	"  180"
antardhā	Verb	3	Ā	antardhīyante	Third	Pl.	"Present Passive"	"  179"
udbhū	Verb	1	P.	udbhūta			"Past Passive Participle"	"  179"
viji	Verb	1	Ā	vijita			"Past Passive Participle"	"  179"
saṁśri	Verb	1	Ā	saṃśrita			"Past Passive Participle"	"  179"
dhā	Verb	1	P.	dhatte	Third	Sg.	"Present Ind."	"  178"
prath	Verb	1	P.	prathita			"Past Passive Participle"	"  178"
avaśiṣ	Verb	7	P.	avaśiṣṭa			"Past Passive Participle"	"  178"
upaci	Verb	5	Ā	upacita			"Past Passive Participle"	"  178"
pradīp	Verb	4	Ā	pradīpta			"Past Passive Participle"	"  178"
samāvṛ	Verb	5	P.	samāvṛta			"Past Passive Participle"	"  178"
pravṛdh	Verb	1	Ā	pravṛddha			"Past Passive Participle"	"  177"
viṣad	Verb	1	Ā	viṣaṇṇa			"Past Passive Participle"	"  177"
vac	Verb	2	P.	vakṣyamāṇa			"Future Ind."	"  176"
yojay	Verb	10	Ā	yojita			"Past Passive Participle"	"  176"
car	Verb	1	Ā	carita			"Past Passive Participle"	"  175"
pā	Verb	2	Ā	pātu	Third	Sg.	"Pres. Imp."	"  175"
dah	Verb	2	P.	dahet	Third	Sg.	"Pres. Potential"	"  174"
sphur	Verb	6	Ā	sphurat			"Present Ind."	"  174"
śodhay	Verb	10	Ā	śodhayet	Third	Sg.	"Pres. Potential"	"  174"
udāhṛ	Verb	2	P.	udāharanti	Third	Pl.	"Present Ind."	"  174"
upasaṁkram	Verb	1	Ā	upasaṃkramya			Absolutive	"  174"
samutthā	Verb	1	Ā	samutthita			"Past Passive Participle"	"  174"
gras	Verb	1	Ā	grasta			"Past Passive Participle"	"  173"
vas	Verb	2	P.	vasati	Third	Sg.	"Present Ind."	"  173"
man	Verb	8	P.	mene	Third	Sg.	"Perfect Ind."	"  173"
dah	Verb	2	P.	dahyamāna			"Present Passive"	"  173"
pac	Verb	1	Ā	pacyāt	Third	Sg.	"Pres. Potential"	"  173"
āyā	Verb	2	Ā	āyāta			"Past Passive Participle"	"  173"
kathay	Verb	10	Ā	kathayāmi	First	Sg.	"Present Ind."	"  172"
krīḍ	Verb	1	Ā	krīḍat			"Present Ind."	"  172"
dāś	Verb	5	P.	dāśvas			"Perfect Ind."	"  172"
avatṛ	Verb	6	P.	avatīrya			Absolutive	"  172"
prasad	Verb	1	Ā	prasīda	Second	Sg.	"Pres. Imp."	"  172"
saṁhan	Verb	2	P.	saṃhata			"Past Passive Participle"	"  172"
saṁcintay	Verb	10	Ā	saṃcintya			Absolutive	"  172"
arjay	Verb	10	Ā	arjita			"Past Passive Participle"	"  171"
majj	Verb	1	Ā	magna			"Past Passive Participle"	"  171"
āhṛ	Verb	1	Ā	āhṛta			"Past Passive Participle"	"  171"
udyam	Verb	6	P.	udyamya			Absolutive	"  171"
vinaś	Verb	4	Ā	vinaṣṭa			"Past Passive Participle"	"  171"
yat	Verb	1	P.	yatta			"Past Passive Participle"	"  170"
ram	Verb	4	Ā	ramate	Third	Sg.	"Present Ind."	"  170"
abhibhāṣ	Verb	1	P.	abhyabhāṣata	Third	Sg.	"Imperfect ind"	"  170"
lag	Verb	1	P.	lagna			"Past Passive Participle"	"  170"
ānī	Verb	1	Ā	ānīya			Absolutive	"  170"
pariṣvaj	Verb	1	P.	pariṣvajya			Absolutive	"  170"
namaskṛ	Verb	8	Ā	namaskṛtya			Absolutive	"  170"
kṛ	Verb	2	Ā	kṛthāḥ	Second	Sg.	"Aorist Jus."	"  169"
sṛj	Verb	2	P.	sasarja	Third	Sg.	"Perfect Ind."	"  169"
māray	Verb	10	Ā	mārayet	Third	Sg.	"Pres. Potential"	"  169"
veṣṭay	Verb	10	Ā	veṣṭita			"Past Passive Participle"	"  169"
āsañj	Verb	1	Ā	āsakta			"Past Passive Participle"	"  169"
preṣay	Verb	10	Ā	preṣita			"Past Passive Participle"	"  169"
visṛj	Verb	4	Ā	visṛjya			Absolutive	"  169"
vac	Verb	2	P.	vakṣyati	Third	Sg.	"Future Ind."	"  168"
pā	Verb	1	Ā	pibat			"Present Ind."	"  168"
nikṣip	Verb	6	Ā	nikṣipya			Absolutive	"  168"
niyuj	Verb	7	Ā	niyukta			"Past Passive Participle"	"  168"
pratī	Verb	2	P.	pratīta			"Past Passive Participle"	"  168"
śru	Verb	4	P.	śṛṇoti	Third	Sg.	"Present Ind."	"  167"
dūṣay	Verb	10	Ā	dūṣita			"Past Passive Participle"	"  167"
avatṛ	Verb	6	P.	avatīrṇa			"Past Passive Participle"	"  167"
ācakṣ	Verb	1	P.	ācakṣate	Third	Pl.	"Present Ind."	"  167"
preṣay	Verb	10	Ā	preṣayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"  167"
ji	Verb	9	P.	jetum			Infinitive	"  166"
yaj	Verb	2	P.	yajet	Third	Sg.	"Pres. Potential"	"  166"
darśay	Verb	10	Ā	darśayati	Third	Sg.	"Present Ind."	"  166"
vid	Verb	6	Ā	vedya			"Future passive particle"	"  166"
ādhā	Verb	3	Ā	āhita			"Past Passive Participle"	"  166"
puṭ	Verb	6	P.	puṭita			"Past Passive Participle"	"  166"
peṣay	Verb	10	P.	peṣayet	Third	Sg.	"Pres. Potential"	"  166"
āhvā	Verb	4	Ā	āhūya			Absolutive	"  165"
niveday	Verb	10	Ā	nyavedayat	Third	Sg.	"Imperfect ind"	"  165"
